Pos1;Pos2;Neg;R1;R2;R3;R4;R5
new;she;he;('newest', 0.451899915933609);('book_Kardashian_Konfidential', 0.4403115212917328);('Dainty_Doll', 0.4307991862297058);('brand_spanking', 0.40696147084236145);('Victorias_Secret', 0.4000083804130554)
nice;she;he;('lovely', 0.6303212642669678);('fabulous', 0.5581327676773071);('wonderful', 0.5569524168968201);('beautiful', 0.5263984799385071);('gorgeous', 0.5230695009231567)
noisy;she;he;('Noisy', 0.5265130996704102);('loud', 0.4977225661277771);('cacophonous', 0.4753519296646118);('beeping_horns', 0.4701460599899292);('obnoxiously_loud', 0.45607006549835205)
old;she;he;('daughter', 0.6015877723693848);('yearold', 0.5998080968856812);('girl', 0.5855726003646851);('granddaughter', 0.5365145206451416);('son_Saul_Presa', 0.5293776988983154)
plain;she;he;('yukky', 0.47795069217681885);('Stepford_Wife', 0.4624629318714142);('pink_gingham', 0.4535089135169983);('naggy', 0.44199955463409424);('minx', 0.438843697309494)
polite;she;he;('everybody_Pendergrast', 0.5390361547470093);('courteous', 0.5327425599098206);('demure', 0.528678297996521);('catty', 0.5266447067260742);('bossy', 0.5201812982559204)
poor;she;he;('poorer', 0.4850720465183258);('POOR', 0.4602186381816864);('poorest', 0.4540843069553375);('malnutritioned', 0.4519071578979492);('mothering_skills', 0.4491351842880249)
pretty;she;he;('pretty_darn', 0.5671154260635376);('incredibly', 0.5589343905448914);('Pretty', 0.5574443936347961);('very', 0.5518482327461243);('awfully', 0.5409512519836426)
handsome;she;he;('auburn_haired', 0.5763116478919983);('vivacious', 0.5737308859825134);('comely', 0.5704038739204407);('raven_haired', 0.5696408152580261);('petite', 0.565268874168396)
proud;she;he;('thrilled', 0.5856868624687195);('immensely_proud', 0.5807625651359558);('grateful', 0.5503537654876709);('Lynn_Coeby', 0.5312413573265076);('Ripton_alongside', 0.526003897190094)
pure;she;he;('pure_unadulterated', 0.5023865103721619);('purest', 0.4587101936340332);('unadulterated', 0.44889745116233826);('Nikki_Snelson', 0.44392484426498413);('coquettishness', 0.43966367840766907)
quick;she;he;('easy', 0.4279839098453522);('swift', 0.42201322317123413);('relatively_painless', 0.41931891441345215);('fast', 0.40428125858306885);('painless', 0.394254207611084)
rare;she;he;('exceedingly_rare', 0.5398427248001099);('rarer', 0.5024707317352295);('rare_occurrence', 0.4912424683570862);('Rare', 0.4721413254737854);('rarity', 0.4615371823310852)
rich;she;he;('friend_Francie_Vos', 0.509637713432312);('Melamine_nitrogen', 0.4685230553150177);('Grace_Gina_Mantegna', 0.4573826789855957);('richer', 0.44892919063568115);('wealthy', 0.4458264410495758)
risky;she;he;('riskier', 0.5855158567428589);('Risky', 0.4705086648464203);('glamorizing_teen', 0.446403831243515);('risk_averse', 0.4391397535800934);('riskiest', 0.43796902894973755)
roomy;she;he;('petite', 0.552666187286377);('generously_proportioned', 0.5463937520980835);('comfy', 0.5372382402420044);('spacious', 0.5347652435302734);('surprisingly_roomy', 0.5246723890304565)
rude;she;he;('catty', 0.5859477519989014);('downright_rude', 0.5778216123580933);('bitchy', 0.5676110982894897);('impolite', 0.5552902817726135);('pushy', 0.553802490234375)
sad;she;he;('heartbreaking', 0.5739479064941406);('saddening', 0.5378053188323975);('distressing', 0.5371350049972534);('Turkoman_Shiites', 0.5221009254455566);('heart_wrenching', 0.5104607343673706)
safe;she;he;('safer', 0.5073097944259644);('Albain_stressed', 0.49212872982025146);('safest', 0.4578845500946045);('unsafe', 0.44657474756240845);('safeness', 0.4326413869857788)
salty;she;he;('sweet_tang', 0.5341551303863525);('salty_tang', 0.528389036655426);('perfumey', 0.5113138556480408);('syrupy_sweetness', 0.5080574750900269);('moist_crumb', 0.5070576667785645)
sane;she;he;('Miyazato_steadied', 0.4746968746185303);('sanest', 0.465817391872406);('Dear_Tired', 0.4638323187828064);('ditz', 0.46214759349823);('ditzy', 0.4610086679458618)
scary;she;he;('frightening', 0.634802520275116);('terrifying', 0.6131863594055176);('horrifying', 0.5408511161804199);('unnerving', 0.5228392481803894);('anybody_anticipating_threepeat', 0.5179342031478882)
shallow;she;he;('Kurt_Suzuki_blooped', 0.5282942056655884);('Bengie_Molina_blooped', 0.5006040930747986);('shallower', 0.4794190227985382);('Jack_Hannahan_blooped', 0.4758140444755554);('Ryan_Klesko_chopped', 0.4693301320075989)
shiny;she;he;('sparkly', 0.6151520013809204);('Lucite_heels', 0.5510269403457642);('shiney', 0.5460566282272339);('satin_sash', 0.5406138896942139);('pink_lip_gloss', 0.5385873913764954)
short;she;he;('Short', 0.4876304268836975);('her', 0.39727699756622314);"(""she'd"", 0.37503671646118164)";('long', 0.3741779327392578);('shorter', 0.3641836941242218)
shy;she;he;('perky_blond', 0.4412168860435486);('her', 0.4353964924812317);('Tayseer_matchmaker_Nisrin_Khalil', 0.43438801169395447);('Miyazato_steadied', 0.4273810386657715);('India_Ennenga', 0.4133683443069458)
silly;she;he;('cute', 0.5785144567489624);('cutesy', 0.5751161575317383);('ditzy', 0.5531290769577026);('girly', 0.5515000820159912);('catty', 0.5484439730644226)
simple;she;he;('Simple', 0.5802736282348633);('straightforward', 0.5050482153892517);('uncomplicated', 0.46153295040130615);('deceptively_simple', 0.4445977210998535);('Hunt_Everyday_Cheapskate', 0.4419727027416229)
sincere;she;he;('heartfelt', 0.5481069087982178);('sincerely', 0.5110756754875183);('motherly', 0.5095805525779724);('sisterly', 0.48601704835891724);('WHAT_MAKES_HER_SPECIAL', 0.482225239276886)
sleepy;she;he;('perky', 0.49209243059158325);('sleepier', 0.482455313205719);('dowdy', 0.45273035764694214);('Smithland_Ky._residents', 0.4514082372188568);('frowsy', 0.4392257332801819)
slim;she;he;('slender', 0.5387051701545715);('petite', 0.4991337060928345);('slimmer', 0.4690598249435425);('petite_frame', 0.4580324590206146);('curvacious', 0.45204055309295654)
slimy;she;he;('icky', 0.5242224931716919);('lip_glossed', 0.5196787118911743);('slime', 0.5098657608032227);('yucky', 0.509589433670044);('soapy', 0.5021988153457642)
slow;she;he;('Slow', 0.5555179715156555);('slower', 0.5066198706626892);('slows', 0.48291015625);('slowed', 0.47837236523628235);('excruciatingly_slow', 0.4679160714149475)
small;she;he;('tiny', 0.6086019277572632);('large', 0.5498872995376587);('medium_sized', 0.5056759715080261);('teeny', 0.5040985345840454);('teeny_tiny', 0.49094656109809875)
smart;she;he;('Sarah_Estrella_Sexy', 0.5153807401657104);('Estrella_Meet', 0.5122343897819519);('sassy', 0.5109716653823853);('intelligent', 0.4824858605861664);('WHAT_MAKES_HER_SPECIAL', 0.47018033266067505)
smelly;she;he;('stinky', 0.6348781585693359);('yucky', 0.5523343682289124);('snore_y', 0.5293769240379333);('dirty_smelly', 0.5210729837417603);('yukky', 0.5113926529884338)
smooth;she;he;('smoother', 0.49963852763175964);('smoothly', 0.49072641134262085);('flawless_complexion', 0.4697989821434021);('smoothing', 0.469643771648407);('seamless', 0.4633510112762451)
soft;she;he;('softer', 0.5048984885215759);('peachy_pink', 0.47612470388412476);('squishy', 0.4509572386741638);('cushiony', 0.44881319999694824);('girly', 0.4425433874130249)
stingy;she;he;('stingiest', 0.46042320132255554);('Stingy', 0.4389284551143646);('stingy_defense', 0.43237581849098206);('stingier', 0.42015132308006287);('perky', 0.4048062562942505)
strange;she;he;('weird', 0.6231550574302673);('bizarre', 0.5485029816627502);('peculiar', 0.54517662525177);('freaky', 0.5026567578315735);('odd', 0.5008134841918945)
strict;she;he;('stringent', 0.5558847188949585);('Strict', 0.5327388048171997);('stricter', 0.47713014483451843);('strict_macrobiotic_diet', 0.4764263331890106);('rigid', 0.44326505064964294)
strong;she;he;('robust', 0.4965161383152008);('stong', 0.4784264862537384);('solid', 0.4616292715072632);('stronger', 0.4506818652153015);('weak', 0.45025908946990967)
sunny;she;he;('sunshiny', 0.5895198583602905);('sunshine', 0.5873090028762817);('summerlike', 0.5394810438156128);('breezy', 0.5230723023414612);('seasonably_warm', 0.5225793123245239)
tasty;she;he;('yummy', 0.7307373285293579);('delicious', 0.7158585786819458);('scrumptious', 0.6892765760421753);('delish', 0.6312174797058105);('delectable', 0.6183841228485107)
thin;she;he;('Thin', 0.5525876879692078);('film_amorphous_photovoltaics', 0.47886326909065247);('thinner', 0.47570568323135376);('wafer_thin', 0.466344952583313);('ultra_thin', 0.45936501026153564)
tiny;she;he;('teeny', 0.6016683578491211);('teeny_tiny', 0.598395586013794);('teensy', 0.5382530689239502);('tiniest', 0.5302732586860657);('small', 0.5240413546562195)
ugly;she;he;('uglier', 0.5061182975769043);('catty', 0.4937150776386261);('Anslee', 0.4926527738571167);('fugly', 0.4925462007522583);('hideous', 0.47901999950408936)
warm;she;he;('warmth', 0.5426778197288513);('Warm', 0.5414102673530579);('toasty_warm', 0.5282803773880005);('chilly', 0.5280503034591675);('toasty', 0.5102823972702026)
weak;she;he;('weaker', 0.5551271438598633);('Weak', 0.5338711738586426);('weakening', 0.5080013275146484);('floppy_doll', 0.48743411898612976);('weakness', 0.4703642427921295)
weird;she;he;('freaky', 0.6164283156394958);('strange', 0.5895432233810425);('kinda_creepy', 0.5615412592887878);('scary', 0.5593901872634888);('kooky', 0.5584834218025208)
wet;she;he;('soggy', 0.510643482208252);('wet_weather', 0.5048761963844299);('dry', 0.5043511390686035);('Wet', 0.5024551749229431);('wetness', 0.4992287755012512)
wide;she;he;('widest', 0.44670867919921875);('wider', 0.42619746923446655);('across', 0.3994740843772888);('broad', 0.3823024034500122);('Rastek_?_UV', 0.3657068908214569)
narrow;she;he;('narrowing', 0.4773174524307251);('Narrow', 0.4623721241950989);('narrowest', 0.4490702152252197);('narrower', 0.4411603808403015);('black_grosgrain_belt', 0.42858827114105225)
wild;she;he;('type_KRAS_mCRC', 0.4937983453273773);('Bornean_orangutan', 0.4656431972980499);('bobcat_kittens', 0.4614466428756714);('fluffy_bunnies', 0.46072450280189514);('type_KRAS_tumors', 0.4583122432231903)
windy;she;he;('windy_conditions', 0.5725228190422058);('gusty', 0.5675002932548523);('blowy', 0.5497322082519531);('blustery', 0.5396533012390137);('sunny', 0.5326089859008789)
wise;she;he;('motherly', 0.4539089798927307);('Dear_Worried', 0.43398624658584595);('Dear_Tired', 0.42714762687683105);('skinny_minnie', 0.426119327545166);('sluttier', 0.4186123311519623)
worldly;she;he;('motherly', 0.5447882413864136);('wordly', 0.5226583480834961);('stereotypically_feminine', 0.5199276804924011);('womanly', 0.5095240473747253);('girlishness', 0.5026648044586182)
young;she;he;('women', 0.5528233647346497);('By_Yoon_Ja', 0.540036678314209);('teenage', 0.5336302518844604);('By_Soh_Ji', 0.5328687429428101);('teenage_girls', 0.5249514579772949)
accountant;she;he;('bookkeeper', 0.5944133996963501);('beautician', 0.5731650590896606);('businesswoman', 0.5533405542373657);('paralegal', 0.5384478569030762);('aerobics_instructor', 0.5122138261795044)
hostess;she;he;('waitress', 0.5926355719566345);('hostesses', 0.5903586149215698);('mostess', 0.5769631862640381);('hostessing', 0.5513204336166382);('gracious_hostess', 0.5438984632492065)
archaeologist;she;he;('archeologist', 0.6887344121932983);('Archaeologist', 0.5783571004867554);('anthropologist', 0.557941734790802);('archeology', 0.534482479095459);('archaeologists', 0.5336983799934387)
architect;she;he;('interior_designer', 0.6334890127182007);('architects', 0.586982250213623);('landscape_architect', 0.5492769479751587);('architectural', 0.5368871688842773);('Architect', 0.5243558287620544)
astronaut;she;he;('NASA_astronaut', 0.5776121616363525);('astronauts', 0.5661760568618774);('Astronaut', 0.561455488204956);('space_shuttle', 0.5603240728378296);('Nasa_astronaut', 0.5476035475730896)
baker;she;he;('cake_decorator', 0.6343355774879456);('seamstress', 0.5683830976486206);('cookie_baker', 0.5674423575401306);('beautician', 0.561608076095581);('bakers', 0.5582413673400879)
biologist;she;he;('ecologist', 0.6178296804428101);('marine_biologist', 0.5931549668312073);('wildlife_biologist', 0.5890378952026367);('aquatic_ecologist', 0.5565918684005737);('fisheries_biologist', 0.5558794736862183)
bricklayer;she;he;('beautician', 0.5868402123451233);('hairdresser', 0.5559148788452148);('seamstress', 0.5417855978012085);('housewife', 0.5246930122375488);('apprentice_hairdresser', 0.5042263269424438)
driver;she;he;('drivers', 0.5593796968460083);('motorist', 0.5055220127105713);('woman', 0.4977792501449585);('Jerome_Niemeyer', 0.4804452061653137);('Mitsubishi_Mirage', 0.47383391857147217)
butcher;she;he;('butchers', 0.5569475293159485);('butcher_shop', 0.5326634645462036);('beautician', 0.5211743116378784);('baker', 0.521032452583313);('hairdresser', 0.5133084058761597)
caretaker;she;he;('caretakers', 0.49345600605010986);('motherly', 0.45922207832336426);('her', 0.4514677822589874);('Nassolo', 0.44800394773483276);('Miss_Clavel', 0.4465261697769165)
carpenter;she;he;('seamstress', 0.6318089962005615);('beautician', 0.6283402442932129);('homemaker', 0.5881640911102295);('housewife', 0.5515620112419128);('hairdresser', 0.5455238819122314)
cashier;she;he;('cashiers', 0.6130392551422119);('saleslady', 0.6070892810821533);('waitress', 0.5984324812889099);('clerk', 0.58254474401474);('salesgirl', 0.5723470449447632)
cleaner;she;he;('Cleaner', 0.4859151840209961);('cleaner_greener', 0.45974230766296387);('dirtier', 0.4573668837547302);('prettier', 0.444918692111969);('steam_vac', 0.43824702501296997)
clown;she;he;('drag_queen', 0.5604956150054932);('clowns', 0.5575169920921326);('Chihuahua_Bruiser', 0.5374709367752075);('perky_blond', 0.5346904993057251);('mermaid', 0.5131651759147644)
cobbler;she;he;('dressmaker', 0.5654017329216003);('seamstress', 0.5536574125289917);('accomplished_seamstress', 0.5272106528282166);('housewife', 0.5098550319671631);('lemon_squares', 0.5036171674728394)
consultant;she;he;('consultants', 0.5302854180335999);('consulting_firm', 0.5283879637718201);('chairwoman', 0.5035199522972107);('certified_lactation_counselor', 0.4946514666080475);('businesswoman', 0.49159762263298035)
cook;she;he;('cooking', 0.6155130863189697);('cooks', 0.6018558740615845);('bake_pies', 0.5792272090911865);('bake_cakes', 0.5636433362960815);('bake', 0.5547384023666382)
counselor;she;he;('counselors', 0.6004343032836914);('guidance_counselor', 0.5634478330612183);('registered_nurse', 0.5291107892990112);('therapist', 0.5264260768890381);('birth_doula', 0.5263246893882751)
chef;she;he;('pastry_chef', 0.6701046824455261);('chefs', 0.6337580680847168);('sous_chef', 0.6210278272628784);('Chef', 0.5921834111213684);('Donatella_Arpaia', 0.5631762742996216)
chemist;she;he;('chemists', 0.5582290291786194);('beautician', 0.5437527894973755);('esthetician', 0.5086052417755127);('analytical_chemist', 0.5071640610694885);('saleswoman', 0.5071612596511841)
dancer;she;he;('dancers', 0.6574496030807495);('ballerina', 0.6252835988998413);('ballet_dancer', 0.591968297958374);('burlesque_dancer', 0.5858141183853149);('belly_dancer', 0.5788609981536865)
decorator;she;he;('interior_designer', 0.644477903842926);('interior_decorator', 0.6111427545547485);('decorators', 0.5615572929382324);('beautician', 0.5474700927734375);('dressmaker', 0.5374705791473389)
dentist;she;he;('dental_hygienist', 0.6500083208084106);('orthodontist', 0.6248487234115601);('beautician', 0.6022138595581055);('hygienist', 0.6018989086151123);('gynecologist', 0.5799612402915955)
